name	SUPER_PATHWAY	SUB_PATHWAY	label
P::1,11-Undecanedicarboxylic acid	P::Lipid	P::Fatty acid, dicarboxylate	P::1,11-Undecanedicarboxylic acid
P::1,2-dipalmitoylglycerol	P::Lipid	P::Diacylglycerol	P::1,2-dipalmitoylglycerol
P::1,2-propanediol	P::Lipid	P::Ketone bodies	P::1,2-propanediol
P::1,3,7-trimethylurate	P::Xenobiotics	P::Xanthine metabolism	P::1,3,7-trimethylurate
P::1,3-dihydroxyacetone	P::Carbohydrate	P::Glycolysis, gluconeogenesis, pyruvate metabolism	P::1,3-dihydroxyacetone
P::1,3-dipalmitoylglycerol	P::Lipid	P::Diacylglycerol	P::1,3-dipalmitoylglycerol
P::1,5-anhydroglucitol (1,5-AG)	P::Carbohydrate	P::Glycolysis, gluconeogenesis, pyruvate metabolism	P::1,5-anhydroglucitol (1,5-AG)
P::1,7-dimethylurate	P::Xenobiotics	P::Xanthine metabolism	P::1,7-dimethylurate
P::1-arachidonoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-arachidonoylglycerophosphocholine*
P::1-arachidonoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::1-arachidonoylglycerophosphoethanolamine*
P::1-arachidonoylglycerophosphoinositol*	P::Lipid	P::Lysolipid	P::1-arachidonoylglycerophosphoinositol*
P::1-docosahexaenoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-docosahexaenoylglycerophosphocholine*
P::1-docosapentaenoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-docosapentaenoylglycerophosphocholine*
P::1-eicosadienoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-eicosadienoylglycerophosphocholine*
P::1-eicosatrienoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-eicosatrienoylglycerophosphocholine*
P::1-heptadecanoylglycerophosphocholine	P::Lipid	P::Lysolipid	P::1-heptadecanoylglycerophosphocholine
P::1-linoleoylglycerophosphocholine	P::Lipid	P::Lysolipid	P::1-linoleoylglycerophosphocholine
P::1-linoleoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::1-linoleoylglycerophosphoethanolamine*
P::1-methylurate	P::Xenobiotics	P::Xanthine metabolism	P::1-methylurate
P::1-methylxanthine	P::Xenobiotics	P::Xanthine metabolism	P::1-methylxanthine
P::1-myristoylglycerophosphocholine	P::Lipid	P::Lysolipid	P::1-myristoylglycerophosphocholine
P::1-oleoylglycerol (1-monoolein)	P::Lipid	P::Monoacylglycerol	P::1-oleoylglycerol (1-monoolein)
P::1-oleoylglycerophosphocholine	P::Lipid	P::Lysolipid	P::1-oleoylglycerophosphocholine
P::1-oleoylglycerophosphoethanolamine	P::Lipid	P::Lysolipid	P::1-oleoylglycerophosphoethanolamine
P::1-palmitoleoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-palmitoleoylglycerophosphocholine*
P::1-palmitoylglycerol (1-monopalmitin)	P::Lipid	P::Monoacylglycerol	P::1-palmitoylglycerol (1-monopalmitin)
P::1-palmitoylglycerophosphocholine	P::Lipid	P::Lysolipid	P::1-palmitoylglycerophosphocholine
P::1-palmitoylglycerophosphoethanolamine	P::Lipid	P::Lysolipid	P::1-palmitoylglycerophosphoethanolamine
P::1-palmitoylglycerophosphoinositol*	P::Lipid	P::Lysolipid	P::1-palmitoylglycerophosphoinositol*
P::1-pentadecanoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::1-pentadecanoylglycerophosphocholine*
P::1-stearoylglycerophosphocholine	P::Lipid	P::Lysolipid	P::1-stearoylglycerophosphocholine
P::1-stearoylglycerophosphoethanolamine	P::Lipid	P::Lysolipid	P::1-stearoylglycerophosphoethanolamine
P::1-stearoylglycerophosphoinositol	P::Lipid	P::Lysolipid	P::1-stearoylglycerophosphoinositol
P::10-heptadecenoate (17:1n7)	P::Lipid	P::Long chain fatty acid	P::10-heptadecenoate (17:1n7)
P::10-nonadecenoate (19:1n9)	P::Lipid	P::Long chain fatty acid	P::10-nonadecenoate (19:1n9)
P::10-undecenoate (11:1n1)	P::Lipid	P::Medium chain fatty acid	P::10-undecenoate (11:1n1)
P::13-HODE + 9-HODE	P::Lipid	P::Fatty acid, monohydroxy	P::13-HODE + 9-HODE
P::15-methylpalmitate (isobar with 2-methylpalmitate)	P::Lipid	P::Fatty acid, branched	P::15-methylpalmitate (isobar with 2-methylpalmitate)
P::17-methylstearate	P::Lipid	P::Fatty acid, branched	P::17-methylstearate
P::2-aminobutyrate	P::Amino acid	P::Butanoate metabolism	P::2-aminobutyrate
P::2-arachidonoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-arachidonoylglycerophosphocholine*
P::2-arachidonoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::2-arachidonoylglycerophosphoethanolamine*
P::2-docosahexaenoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::2-docosahexaenoylglycerophosphoethanolamine*
P::2-docosapentaenoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-docosapentaenoylglycerophosphocholine*
P::2-ethylhexanoate	P::Xenobiotics	P::Chemical	P::2-ethylhexanoate
P::2-hydroxy-3-methylvalerate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::2-hydroxy-3-methylvalerate
P::2-hydroxybutyrate (AHB)	P::Amino acid	P::Cysteine, methionine, SAM, taurine metabolism	P::2-hydroxybutyrate (AHB)
P::2-hydroxydecanoic acid	P::Lipid	P::Fatty acid, monohydroxy	P::2-hydroxydecanoic acid
P::2-hydroxyglutarate	P::Lipid	P::Fatty acid, dicarboxylate	P::2-hydroxyglutarate
P::2-hydroxyhippurate (salicylurate)	P::Xenobiotics	P::Benzoate metabolism	P::2-hydroxyhippurate (salicylurate)
P::2-hydroxyisobutyrate	P::Xenobiotics	P::Chemical	P::2-hydroxyisobutyrate
P::2-hydroxypalmitate	P::Lipid	P::Fatty acid, monohydroxy	P::2-hydroxypalmitate
P::2-hydroxystearate	P::Lipid	P::Fatty acid, monohydroxy	P::2-hydroxystearate
P::2-linoleoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-linoleoylglycerophosphocholine*
P::2-linoleoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::2-linoleoylglycerophosphoethanolamine*
P::2-methylbutyrylcarnitine (C5)	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::2-methylbutyrylcarnitine (C5)
P::2-myristoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-myristoylglycerophosphocholine*
P::2-oleoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-oleoylglycerophosphocholine*
P::2-oleoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::2-oleoylglycerophosphoethanolamine*
P::2-palmitoleoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-palmitoleoylglycerophosphocholine*
P::2-palmitoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-palmitoylglycerophosphocholine*
P::2-palmitoylglycerophosphoethanolamine*	P::Lipid	P::Lysolipid	P::2-palmitoylglycerophosphoethanolamine*
P::2-stearoylglycerophosphocholine*	P::Lipid	P::Lysolipid	P::2-stearoylglycerophosphocholine*
P::21-hydroxypregnenolone disulfate	P::Lipid	P::Sterol/Steroid	P::21-hydroxypregnenolone disulfate
P::3-(4-hydroxyphenyl)lactate	P::Amino acid	P::Phenylalanine & tyrosine metabolism	P::3-(4-hydroxyphenyl)lactate
P::3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	P::Lipid	P::Fatty acid, dicarboxylate	P::3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)
P::3-dehydrocarnitine*	P::Lipid	P::Carnitine metabolism	P::3-dehydrocarnitine*
P::3-hydroxy-2-ethylpropionate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::3-hydroxy-2-ethylpropionate
P::3-hydroxybutyrate (BHBA)	P::Lipid	P::Ketone bodies	P::3-hydroxybutyrate (BHBA)
P::3-hydroxydecanoate	P::Lipid	P::Fatty acid, monohydroxy	P::3-hydroxydecanoate
P::3-hydroxyhippurate	P::Xenobiotics	P::Benzoate metabolism	P::3-hydroxyhippurate
P::3-hydroxyisobutyrate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::3-hydroxyisobutyrate
P::3-hydroxyoctanoate	P::Lipid	P::Fatty acid, monohydroxy	P::3-hydroxyoctanoate
P::3-hydroxypropanoate	P::Lipid	P::Fatty acid, monohydroxy	P::3-hydroxypropanoate
P::3-indoxyl sulfate	P::Amino acid	P::Tryptophan metabolism	P::3-indoxyl sulfate
P::3-methoxytyrosine	P::Amino acid	P::Phenylalanine & tyrosine metabolism	P::3-methoxytyrosine
P::3-methyl catechol sulfate 1	P::Xenobiotics	P::Benzoate metabolism	P::3-methyl catechol sulfate 1
P::3-methyl-2-oxobutyrate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::3-methyl-2-oxobutyrate
P::3-methyl-2-oxovalerate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::3-methyl-2-oxovalerate
P::3-methylglutarylcarnitine (C6)	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::3-methylglutarylcarnitine (C6)
P::3-methylhistidine	P::Amino acid	P::Histidine metabolism	P::3-methylhistidine
P::3-methylxanthine	P::Xenobiotics	P::Xanthine metabolism	P::3-methylxanthine
P::3-phosphoglycerate	P::Carbohydrate	P::Glycolysis, gluconeogenesis, pyruvate metabolism	P::3-phosphoglycerate
P::4-androsten-3beta,17beta-diol disulfate 1*	P::Lipid	P::Sterol/Steroid	P::4-androsten-3beta,17beta-diol disulfate 1*
P::4-androsten-3beta,17beta-diol disulfate 2*	P::Lipid	P::Sterol/Steroid	P::4-androsten-3beta,17beta-diol disulfate 2*
P::4-ethylphenylsulfate	P::Xenobiotics	P::Benzoate metabolism	P::4-ethylphenylsulfate
P::4-hydroxyhippurate	P::Xenobiotics	P::Benzoate metabolism	P::4-hydroxyhippurate
P::4-hydroxyphenylacetate	P::Amino acid	P::Phenylalanine & tyrosine metabolism	P::4-hydroxyphenylacetate
P::4-hydroxyphenylpyruvate	P::Amino acid	P::Phenylalanine & tyrosine metabolism	P::4-hydroxyphenylpyruvate
P::4-methyl-2-oxopentanoate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::4-methyl-2-oxopentanoate
P::4-methylcatechol sulfate	P::Xenobiotics	P::Benzoate metabolism	P::4-methylcatechol sulfate
P::4-vinylphenol sulfate	P::Xenobiotics	P::Benzoate metabolism	P::4-vinylphenol sulfate
P::5,6-dihydrouracil	P::Nucleotide	P::Pyrimidine metabolism, uracil containing	P::5,6-dihydrouracil
P::5-dodecenoate (12:1n7)	P::Lipid	P::Medium chain fatty acid	P::5-dodecenoate (12:1n7)
P::5-methyluridine (ribothymidine)	P::Nucleotide	P::Pyrimidine metabolism, uracil containing	P::5-methyluridine (ribothymidine)
P::5-oxoproline	P::Amino acid	P::Glutathione metabolism	P::5-oxoproline
P::5alpha-androstan-3beta,17beta-diol disulfate	P::Lipid	P::Sterol/Steroid	P::5alpha-androstan-3beta,17beta-diol disulfate
P::5alpha-pregnan-3beta,20alpha-diol disulfate	P::Lipid	P::Sterol/Steroid	P::5alpha-pregnan-3beta,20alpha-diol disulfate
P::7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	P::Lipid	P::Sterol/Steroid	P::7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
P::7-methylxanthine	P::Xenobiotics	P::Xanthine metabolism	P::7-methylxanthine
P::acetylcarnitine	P::Lipid	P::Carnitine metabolism	P::acetylcarnitine
P::adenosine 5'-monophosphate (AMP)	P::Nucleotide	P::Purine metabolism, adenine containing	P::adenosine 5'-monophosphate (AMP)
P::adrenate (22:4n6)	P::Lipid	P::Long chain fatty acid	P::adrenate (22:4n6)
P::alanine	P::Amino acid	P::Alanine and aspartate metabolism	P::alanine
P::allantoin	P::Nucleotide	P::Purine metabolism, urate metabolism	P::allantoin
P::alpha-hydroxyisocaproate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::alpha-hydroxyisocaproate
P::alpha-hydroxyisovalerate	P::Amino acid	P::Valine, leucine and isoleucine metabolism	P::alpha-hydroxyisovalerate
P::alpha-ketobutyrate	P::Amino acid	P::Cysteine, methionine, SAM, taurine metabolism	P::alpha-ketobutyrate
P::alpha-ketoglutarate	P::Energy	P::Krebs cycle	P::alpha-ketoglutarate
P::alpha-tocopherol	P::Cofactors and vitamins	P::Tocopherol metabolism	P::alpha-tocopherol
P::andro steroid monosulfate 2*	P::Lipid	P::Sterol/Steroid	P::andro steroid monosulfate 2*
